Season,Team,Basic (5yr),3yr,1yr,1B,2B,3B,HR,SO,BB,GB,FB,LD,IFFB,FIP
1997,Brewers,102.14574337005615,101.0047197341919,99.7291088104248,103.47516536712646,100.50826072692871,99.42408204078674,96.45019173622131,96.46070003509521,101.60219669342041,,,,,100.29451847076416
1997,Cardinals,99.48617815971375,98.69937300682068,96.3392972946167,99.9206006526947,101.06439590454102,90.13170003890991,99.68028664588928,98.88238906860352,101.08988285064697,,,,,101.06205940246582
1997,Cubs,102.66649723052979,102.44035720825195,105.81928491592407,101.65519714355469,99.58570599555969,95.5493688583374,106.1833381652832,100.54893493652344,101.70680284500122,,,,,102.05157995223999
1997,Dodgers,93.10151934623718,91.09988808631897,91.657954454422,98.5686719417572,89.54272270202637,76.26155018806458,94.31348443031311,97.99358248710632,95.5601155757904,,,,,97.55486249923706
1997,Expos,99.94115829467773,98.98676872253418,102.18454599380493,99.20597672462463,103.91913652420044,108.2958459854126,94.2288875579834,99.59239959716797,101.9200325012207,,,,,98.82643222808838
1997,Giants,95.71558833122253,97.66349196434021,97.1896231174469,97.50692248344421,95.1451301574707,89.62571024894714,99.02879595756531,103.55679988861084,100.13265609741211,,,,,98.64793419837952
1997,Indians,100.96029043197632,102.66540050506592,98.39907884597778,101.9661545753479,101.77571773529053,95.69852948188782,97.65025973320007,100.07621049880981,101.02993249893188,,,,,99.11787509918213
1997,Mariners,100.40804147720337,99.27471280097961,100.85176229476929,96.8746542930603,105.91616630554199,89.9483859539032,102.33703851699829,104.59409952163696,104.62559461593628,,,,,100.99798440933228
1997,Marlins,96.06166481971741,95.61606049537659,97.11339473724365,99.03530478477478,95.19755840301514,110.21071672439575,93.01800727844238,100.8622407913208,100.93185901641846,,,,,98.16171526908875
1997,Mets,96.07976078987122,95.74602246284485,99.25529956817627,99.70248341560364,95.97097635269165,98.58797788619995,94.91627216339111,101.07280015945435,98.61608743667603,,,,,97.86993265151978
1997,Orioles,97.913259267807,96.24658823013306,99.19745326042175,100.53911209106445,93.31815242767334,83.89925956726074,101.92160606384277,100.29486417770386,97.86662459373474,,,,,100.08151531219482
1997,Padres,93.92600655555725,92.41988062858582,93.96703243255615,98.72259497642517,91.9911801815033,90.3604507446289,98.53682518005371,101.90814733505249,96.43355011940002,,,,,97.53901362419128
1997,Phillies,101.93895101547241,100.56393146514893,99.1447389125824,98.87859225273132,106.34931325912476,105.14512062072754,100.67590475082397,102.97127962112427,102.10108757019043,,,,,100.04758834838867
1997,Pirates,102.04100608825684,101.93778276443481,102.23367214202881,98.03648591041565,104.93911504745483,105.38022518157959,101.94004774093628,101.98211669921875,101.00914239883423,,,,,99.82526898384094
